firm,year,overall_rating,work_life_balance,culture_values,career_opp,comp_benefits,senior_mgmt
DFID,2021,3.8,4.6,4.0,3.5,3.5,3.8
DFS-Furniture,2015,3.0,2.0,2.0,3.0,3.5,2.0
DFS-Furniture,2016,3.2,2.2,2.6,2.8,2.9,2.3
DFS-Furniture,2017,3.5,2.3,3.0,3.2,3.5,3.0
DFS-Furniture,2018,2.0,1.3,1.7,1.8,2.2,1.7
DFS-Furniture,2019,3.9,3.0,3.6,3.6,3.7,3.3
DFS-Furniture,2020,2.8,1.7,2.4,2.3,2.8,2.1
DFS-Furniture,2021,3.1,2.4,2.9,2.6,3.4,2.6
DHL-Supply-Chain,2008,2.0,2.0,,2.0,3.0,4.0
DHL-Supply-Chain,2009,3.5,2.5,,3.0,3.5,2.5
DHL-Supply-Chain,2010,3.1,3.3,,2.8,3.6,2.9
DHL-Supply-Chain,2011,2.6,2.5,,2.3,2.9,2.4
DHL-Supply-Chain,2012,2.8,2.3,2.5,2.6,3.1,2.3
DHL-Supply-Chain,2013,2.7,2.4,2.5,2.8,3.2,2.4
DHL-Supply-Chain,2014,3.0,2.6,2.8,2.9,3.1,2.5
DHL-Supply-Chain,2015,3.0,2.6,2.9,3.0,3.1,2.6
DHL-Supply-Chain,2016,3.3,2.7,3.0,3.2,3.3,2.8
DHL-Supply-Chain,2017,3.3,2.9,3.0,3.1,3.2,2.8
DHL-Supply-Chain,2018,3.3,2.9,3.0,3.1,3.2,2.7
DHL-Supply-Chain,2019,3.4,3.1,3.3,3.3,3.2,2.9
DHL-Supply-Chain,2020,3.7,3.2,3.4,3.4,3.4,3.1
DHL-Supply-Chain,2021,3.5,3.0,3.2,3.2,3.3,3.0
DPDgroup,2012,3.0,2.0,1.0,1.0,3.0,2.0
DPDgroup,2015,1.7,2.0,2.0,2.5,3.0,2.0
DPDgroup,2016,3.7,3.2,3.1,2.3,3.3,3.2
DPDgroup,2017,2.9,2.2,2.3,2.5,2.6,2.1
DPDgroup,2018,3.1,2.6,2.9,3.0,2.8,2.9
DPDgroup,2019,2.9,2.5,2.6,2.6,2.8,2.5
DPDgroup,2020,3.3,2.8,2.9,3.1,3.1,2.7
DPDgroup,2021,3.4,2.7,2.9,3.1,2.9,2.8
DWF,2014,4.0,4.0,4.0,4.0,4.0,4.0
DWF,2015,2.0,2.3,2.3,2.3,1.7,1.7
DWF,2016,2.7,2.6,2.6,2.1,2.8,2.5
DWF,2017,3.9,4.0,4.1,3.8,3.8,3.8
DWF,2018,3.3,3.5,3.4,3.0,3.1,3.1
DWF,2019,3.3,3.3,3.5,3.1,3.2,3.1
DWF,2020,3.2,3.6,3.5,3.1,3.1,2.8
DWF,2021,3.2,3.2,3.2,2.7,2.7,2.9
Dalata-Hotel-Group,2016,4.0,4.0,4.0,2.0,2.0,4.0
Dalata-Hotel-Group,2017,3.1,2.5,3.2,3.6,2.6,3.2
Dalata-Hotel-Group,2018,3.3,2.5,3.1,3.4,2.5,3.1
Dalata-Hotel-Group,2019,4.0,3.5,3.9,4.1,3.4,3.6
Dalata-Hotel-Group,2020,3.6,3.6,3.2,3.5,2.8,3.5
Dalata-Hotel-Group,2021,4.0,4.0,4.0,3.9,3.5,4.1
David-Lloyd-Leisure,2012,4.0,3.5,4.0,3.5,3.5,3.5
David-Lloyd-Leisure,2013,2.9,2.8,2.8,2.4,2.6,2.5
David-Lloyd-Leisure,2014,3.3,3.0,3.4,2.6,2.8,2.6
David-Lloyd-Leisure,2015,2.7,2.4,2.4,2.0,2.4,2.2
David-Lloyd-Leisure,2016,2.7,2.9,3.1,2.3,2.8,2.6
David-Lloyd-Leisure,2017,2.3,2.3,2.5,2.2,2.8,2.2
David-Lloyd-Leisure,2018,2.6,2.4,2.8,2.4,3.1,2.3
David-Lloyd-Leisure,2019,3.0,2.6,3.0,2.6,3.0,2.5
David-Lloyd-Leisure,2020,3.3,3.1,3.1,2.9,3.5,2.8
David-Lloyd-Leisure,2021,3.7,3.3,3.6,3.3,3.5,3.3
Debenhams,2009,3.0,3.0,,2.0,2.5,1.5
Debenhams,2010,2.7,3.3,,3.7,3.7,3.3
Debenhams,2011,3.0,3.5,,3.0,1.5,2.5
Debenhams,2012,2.6,3.1,2.9,2.8,2.1,2.6
Debenhams,2013,2.7,2.4,2.4,2.2,2.4,2.4
Debenhams,2014,2.4,2.7,2.5,2.2,2.5,2.2
Debenhams,2015,2.8,2.7,2.6,2.4,2.4,2.4
Debenhams,2016,2.8,2.8,2.5,2.4,2.5,2.3
Debenhams,2017,2.8,2.8,2.7,2.5,2.5,2.5
Debenhams,2018,3.0,3.1,2.8,2.4,2.4,2.5
Debenhams,2019,3.1,3.1,2.8,2.5,2.6,2.6
Debenhams,2020,3.2,3.3,2.9,2.5,2.6,2.7
Debenhams,2021,3.5,3.5,3.3,2.8,2.9,3.1
Deloitte,2008,3.5,3.2,,3.5,3.2,3.3
Deloitte,2009,3.3,3.0,,3.4,3.1,3.1
Deloitte,2010,3.3,3.0,,3.4,3.1,3.2
Deloitte,2011,3.4,3.1,,3.5,3.2,3.3
Deloitte,2012,3.7,3.0,3.7,3.7,3.4,3.3
Deloitte,2013,3.6,2.7,3.6,3.7,3.3,3.2
Deloitte,2014,3.6,2.7,3.6,3.8,3.3,3.2
Deloitte,2015,3.7,2.8,3.6,3.8,3.3,3.3
Deloitte,2016,3.8,2.9,3.7,3.9,3.5,3.3
Deloitte,2017,3.8,3.0,3.7,3.9,3.5,3.4
Deloitte,2018,3.8,3.0,3.8,4.0,3.5,3.4
Deloitte,2019,3.8,3.0,3.8,4.0,3.5,3.4
Deloitte,2020,3.9,3.0,3.8,4.0,3.4,3.4
Deloitte,2021,3.9,2.9,3.9,4.0,3.4,3.5
Department-for-Work-And-Pensions,2008,2.0,2.0,,2.0,1.0,1.0
Department-for-Work-And-Pensions,2009,4.0,4.5,,3.5,2.5,2.5
Department-for-Work-And-Pensions,2010,2.3,4.0,,3.3,1.7,2.3
Department-for-Work-And-Pensions,2011,2.5,1.5,,1.5,3.5,1.5
Department-for-Work-And-Pensions,2012,3.5,3.6,3.0,2.0,3.4,2.6
Department-for-Work-And-Pensions,2013,3.6,4.0,4.0,3.8,4.0,3.2
Department-for-Work-And-Pensions,2014,3.0,3.2,2.7,2.6,2.9,2.1
Department-for-Work-And-Pensions,2015,2.5,3.1,2.4,2.2,2.3,1.9
Department-for-Work-And-Pensions,2016,3.5,3.6,3.0,3.2,3.3,2.5
Department-for-Work-And-Pensions,2017,3.2,3.7,3.1,2.8,3.1,2.7
Department-for-Work-And-Pensions,2018,3.4,3.9,3.3,3.3,3.4,3.0
Department-for-Work-And-Pensions,2019,3.4,3.8,3.2,3.2,3.3,2.8
Department-for-Work-And-Pensions,2020,3.9,4.1,3.7,3.6,3.7,3.2
Department-for-Work-And-Pensions,2021,4.0,4.1,3.6,3.6,3.7,3.2
Department-of-Health-UK,2009,2.0,2.0,,3.0,1.0,2.0
Department-of-Health-UK,2010,4.0,4.0,,4.0,4.0,3.0
Department-of-Health-UK,2012,3.2,4.0,3.5,2.8,3.5,3.2
Department-of-Health-UK,2014,4.0,3.5,4.0,3.5,3.5,4.0
Department-of-Health-UK,2015,2.7,4.0,3.0,3.5,3.5,2.5
Department-of-Health-UK,2016,3.2,4.6,3.6,3.0,2.8,2.8
Department-of-Health-UK,2017,3.1,4.1,3.1,2.7,2.9,3.1
Department-of-Health-UK,2018,3.3,4.2,2.6,2.3,2.8,2.2
Department-of-Health-UK,2019,3.0,3.0,2.6,3.2,3.0,2.4
Department-of-Health-UK,2020,3.6,5.0,3.3,3.0,3.7,2.7
Department-of-Health-UK,2021,3.7,2.7,2.7,3.3,2.5,2.7
Deutsche-Bank,2008,3.5,3.5,,3.3,3.4,3.0
Deutsche-Bank,2009,3.3,3.3,,3.2,3.3,2.9
Deutsche-Bank,2010,3.4,3.6,,3.0,3.1,3.1
Deutsche-Bank,2011,3.2,3.4,,3.1,3.1,3.0
Deutsche-Bank,2012,3.4,3.4,3.5,3.3,3.1,3.0
Deutsche-Bank,2013,3.3,3.1,3.2,3.1,3.2,2.7
Deutsche-Bank,2014,3.2,3.2,3.1,3.1,3.3,2.7
Deutsche-Bank,2015,3.4,3.3,3.2,3.2,3.2,2.8
Deutsche-Bank,2016,3.3,3.3,3.2,3.2,3.4,2.8
Deutsche-Bank,2017,3.3,3.4,3.2,3.1,3.3,2.9
Deutsche-Bank,2018,3.3,3.4,3.2,3.2,3.4,2.8
Deutsche-Bank,2019,3.4,3.6,3.3,3.2,3.3,2.8
Deutsche-Bank,2020,3.7,3.7,3.5,3.5,3.5,3.2
Deutsche-Bank,2021,3.8,3.7,3.7,3.5,3.5,3.3
Diageo,2008,3.0,2.7,,3.0,4.0,3.3
Diageo,2009,3.1,3.6,,3.0,3.3,2.9
Diageo,2010,3.3,3.7,,2.8,3.3,3.1
Diageo,2011,3.7,3.8,,3.3,3.7,2.9
Diageo,2012,3.5,3.5,3.7,2.9,3.8,3.0
Diageo,2013,3.6,3.5,3.8,3.3,3.6,3.0
Diageo,2014,3.5,3.3,3.7,3.2,3.6,2.8
Diageo,2015,3.6,3.5,3.5,3.3,3.8,2.8
Diageo,2016,3.6,3.4,3.6,3.3,3.6,2.8
Diageo,2017,3.9,3.6,3.8,3.6,3.8,3.2
Diageo,2018,3.7,3.6,3.7,3.4,3.8,3.1
Diageo,2019,3.8,3.5,3.8,3.5,3.9,3.3
Diageo,2020,4.0,3.8,3.9,3.7,4.0,3.4
Diageo,2021,4.0,3.8,4.1,3.5,3.8,3.5
Diligenta,2013,2.0,3.0,2.0,2.0,2.0,2.0
Diligenta,2014,1.0,3.0,1.0,2.0,1.0,2.0
Diligenta,2015,2.0,2.0,2.0,1.0,2.0,1.5
Diligenta,2016,2.1,2.7,2.0,1.3,2.3,1.9
Diligenta,2017,3.1,3.4,3.2,2.6,2.9,2.8
Diligenta,2018,2.4,2.8,1.8,1.9,1.9,2.2
Diligenta,2019,2.7,3.1,2.5,2.3,1.9,2.2
Diligenta,2020,2.2,2.6,2.0,1.8,1.7,1.9
Diligenta,2021,2.1,2.7,2.0,1.7,1.8,1.9
Dixons-Carphone,2008,4.5,4.0,,4.0,4.0,3.5
Dixons-Carphone,2009,3.3,2.3,,3.0,2.3,2.7
Dixons-Carphone,2010,2.8,2.8,,2.5,2.2,2.8
Dixons-Carphone,2011,3.1,3.5,,2.3,3.0,2.7
Dixons-Carphone,2012,3.5,3.1,3.7,3.0,2.8,3.4
Dixons-Carphone,2013,3.4,3.2,3.4,2.8,3.0,3.1
Dixons-Carphone,2014,2.3,2.4,2.2,2.1,2.4,2.0
Dixons-Carphone,2015,2.8,2.7,2.6,2.5,2.8,2.4
Dixons-Carphone,2016,3.0,2.7,2.8,2.7,2.8,2.7
Dixons-Carphone,2017,2.9,2.8,2.7,2.6,2.8,2.4
Dixons-Carphone,2018,3.0,2.9,2.8,2.7,2.9,2.6
Dixons-Carphone,2019,3.1,2.9,2.8,2.8,3.0,2.7
Dixons-Carphone,2020,3.2,3.1,2.9,2.8,3.0,2.8
Dixons-Carphone,2021,3.3,3.2,3.0,2.8,2.9,2.9
Doubletree-By-Hilton,2008,3.0,4.0,,3.0,2.0,4.0
Doubletree-By-Hilton,2009,3.0,3.5,,3.0,3.0,3.0
Doubletree-By-Hilton,2010,3.2,3.8,,3.4,3.2,3.0
Doubletree-By-Hilton,2011,2.5,2.4,,2.2,2.4,2.4
Doubletree-By-Hilton,2012,3.2,2.7,3.2,3.3,3.2,2.8
Doubletree-By-Hilton,2013,3.3,2.8,3.7,2.8,2.9,2.8
Doubletree-By-Hilton,2014,3.1,2.6,3.2,3.0,3.0,2.6
Doubletree-By-Hilton,2015,3.2,2.9,3.2,3.0,2.9,2.8
Doubletree-By-Hilton,2016,3.4,2.9,3.2,3.1,3.1,3.0
Doubletree-By-Hilton,2017,3.5,2.9,3.3,3.1,3.1,3.0
Doubletree-By-Hilton,2018,3.6,3.3,3.6,3.3,3.2,3.1
Doubletree-By-Hilton,2019,3.3,2.9,3.2,3.1,3.0,2.7
Doubletree-By-Hilton,2020,3.7,3.4,3.5,3.5,3.3,3.2
Doubletree-By-Hilton,2021,3.7,3.2,3.4,3.2,3.2,3.2
Durham-County-Council,2012,5.0,3.0,3.0,3.0,3.0,3.0
Durham-County-Council,2015,4.0,4.0,4.0,4.0,4.0,3.7
Durham-County-Council,2016,3.0,3.7,3.0,2.3,3.3,3.3
Durham-County-Council,2017,4.0,4.0,4.0,3.5,4.0,3.5
Durham-County-Council,2018,2.0,3.0,1.0,2.0,2.0,2.0
Durham-County-Council,2019,4.5,2.7,3.7,3.0,3.3,3.7
Durham-County-Council,2020,4.2,4.2,3.7,3.9,3.9,3.8
Durham-County-Council,2021,4.2,3.8,3.9,3.7,3.4,3.0
Dynatrace,2012,5.0,5.0,4.0,5.0,5.0,4.0
Dynatrace,2013,3.0,4.5,3.0,2.5,3.5,3.5
Dynatrace,2014,4.5,4.0,4.5,5.0,5.0,4.0
Dynatrace,2015,3.5,3.8,3.3,3.2,3.4,3.2
Dynatrace,2016,3.5,3.8,3.4,3.1,3.6,3.1
Dynatrace,2017,4.0,4.2,4.0,3.7,3.9,3.7
Dynatrace,2018,4.2,4.2,4.1,3.9,3.9,3.9
Dynatrace,2019,4.4,4.3,4.3,4.1,4.1,4.1
Dynatrace,2020,4.4,4.4,4.4,4.2,4.3,4.3
Dynatrace,2021,4.2,4.2,4.3,3.8,4.0,4.0
EBRD,2010,1.0,3.0,,2.0,1.0,1.0
EBRD,2011,4.0,4.0,,3.0,3.5,2.5
EBRD,2012,3.5,3.0,4.0,2.5,3.5,3.5
EBRD,2013,3.4,4.0,3.5,2.7,3.2,2.5
EBRD,2014,3.0,4.0,3.5,2.2,3.4,2.8
EBRD,2015,3.2,4.1,3.5,2.6,3.6,2.5
EBRD,2016,3.0,3.8,3.2,2.6,3.2,2.1
EBRD,2017,3.6,3.9,3.7,2.5,3.7,2.4
EBRD,2018,3.5,4.2,3.6,3.0,3.6,2.7
EBRD,2019,3.5,4.0,3.4,2.6,3.6,2.7
EBRD,2020,3.4,3.9,3.5,2.7,3.4,2.6
EBRD,2021,3.8,4.0,3.9,3.1,3.5,3.4
ENABLE-Scotland,2015,1.0,1.0,1.0,1.0,1.0,1.0
ENABLE-Scotland,2016,2.7,2.0,3.5,2.0,2.0,2.0
ENABLE-Scotland,2017,1.3,1.5,1.7,1.0,1.0,1.0
ENABLE-Scotland,2018,2.4,1.8,2.0,1.5,1.4,1.5
ENABLE-Scotland,2019,3.0,2.9,3.1,3.1,2.8,2.8
ENABLE-Scotland,2020,4.3,3.3,3.0,3.7,3.0,3.3
ENABLE-Scotland,2021,3.1,2.2,2.5,2.6,1.3,2.2
ENGIE,2008,4.0,5.0,,4.0,4.0,3.0
ENGIE,2009,4.0,5.0,,4.0,3.0,4.0
ENGIE,2010,2.0,2.0,,3.0,3.0,2.0
ENGIE,2012,3.6,3.8,3.8,3.4,3.2,2.4
ENGIE,2013,3.4,3.7,3.3,2.9,2.6,2.9
ENGIE,2014,2.9,3.6,2.8,2.5,3.3,2.2
ENGIE,2015,3.1,3.3,3.3,3.1,3.1,2.7
ENGIE,2016,3.2,3.2,3.1,2.6,3.0,2.8
ENGIE,2017,3.2,3.4,2.9,2.8,2.9,2.6
ENGIE,2018,2.9,3.4,2.9,2.7,2.9,2.6
ENGIE,2019,3.4,3.5,3.3,3.3,3.1,3.1
ENGIE,2020,3.5,3.6,3.4,3.2,3.3,2.9
ENGIE,2021,3.6,3.5,3.3,3.0,3.2,3.2
EY,2008,3.7,3.5,,3.8,3.3,3.5
EY,2009,3.4,3.2,,3.6,3.1,3.3
EY,2010,3.2,3.0,,3.4,2.9,3.1
EY,2011,3.5,3.2,,3.5,3.0,3.4
EY,2012,3.7,2.9,3.8,3.8,3.2,3.3
EY,2013,3.6,2.7,3.6,3.8,3.1,3.2
EY,2014,3.6,2.8,3.6,3.9,3.2,3.2
EY,2015,3.7,2.8,3.8,3.9,3.3,3.4
EY,2016,3.8,2.9,3.8,3.9,3.3,3.4
EY,2017,3.7,2.8,3.7,3.9,3.3,3.3
EY,2018,3.7,2.9,3.7,3.9,3.2,3.3
EY,2019,3.8,2.9,3.7,3.9,3.3,3.3
EY,2020,3.8,2.8,3.7,4.0,3.3,3.4
EY,2021,3.8,2.8,3.7,4.0,3.3,3.4
East-Sussex-County-Council,2014,3.0,3.0,5.0,4.0,4.0,3.0
East-Sussex-County-Council,2015,4.0,4.0,3.3,3.7,3.3,3.0
East-Sussex-County-Council,2016,4.0,5.0,4.0,4.0,3.5,3.5
East-Sussex-County-Council,2017,3.5,3.0,2.5,3.5,3.0,2.5
East-Sussex-County-Council,2018,3.8,4.0,4.0,2.5,3.5,3.5
East-Sussex-County-Council,2019,3.7,3.3,3.4,2.8,3.4,3.2
East-Sussex-County-Council,2020,3.9,3.7,3.0,3.2,2.6,2.9
East-Sussex-County-Council,2021,3.6,3.0,3.0,2.9,3.0,2.3
Egon-Zehnder,2008,4.0,5.0,,3.0,3.0,4.0
Egon-Zehnder,2009,3.0,3.5,,2.0,2.5,2.5
Egon-Zehnder,2010,3.0,2.8,,2.8,2.2,2.8
Egon-Zehnder,2011,2.8,3.3,,2.4,3.3,2.7
Egon-Zehnder,2012,3.0,3.6,4.0,3.0,3.4,3.2
Egon-Zehnder,2013,2.6,3.2,2.8,2.6,3.0,2.6
Egon-Zehnder,2014,2.8,2.7,3.0,2.2,2.9,2.7
Egon-Zehnder,2015,3.3,3.2,3.4,2.6,3.1,3.0
Egon-Zehnder,2016,3.2,3.0,3.2,2.7,2.9,2.7
Egon-Zehnder,2017,3.5,3.4,3.4,3.0,3.5,3.0
Egon-Zehnder,2018,3.2,3.3,3.4,2.5,3.1,2.5
Egon-Zehnder,2019,3.5,3.4,3.4,2.7,3.5,3.1
Egon-Zehnder,2020,3.4,3.5,3.3,2.7,3.3,3.2
Egon-Zehnder,2021,3.6,3.2,3.7,2.9,3.3,2.9
Engineering-and-Physical-Sciences-Research-Council,2011,4.0,5.0,,2.0,3.0,2.0
Engineering-and-Physical-Sciences-Research-Council,2012,3.0,,,,,
Engineering-and-Physical-Sciences-Research-Council,2014,4.5,5.0,5.0,5.0,1.0,5.0
Engineering-and-Physical-Sciences-Research-Council,2015,5.0,4.0,3.0,5.0,2.0,3.0
Engineering-and-Physical-Sciences-Research-Council,2016,4.0,2.0,3.0,4.0,3.0,3.0
Engineering-and-Physical-Sciences-Research-Council,2017,4.0,4.0,4.0,5.0,3.0,3.0
Engineering-and-Physical-Sciences-Research-Council,2018,4.3,4.7,4.7,5.0,3.3,4.7
Engineering-and-Physical-Sciences-Research-Council,2019,4.7,5.0,4.0,5.0,5.0,5.0
Engineering-and-Physical-Sciences-Research-Council,2020,5.0,,,,,
Engineering-and-Physical-Sciences-Research-Council,2021,4.0,5.0,5.0,2.0,5.0,3.0
Equiniti,2012,3.5,3.5,5.0,3.0,2.0,4.0
Equiniti,2015,2.9,3.1,2.9,2.3,2.6,2.3
Equiniti,2016,2.1,2.5,2.1,2.0,2.1,2.0
Equiniti,2017,3.1,3.6,3.1,2.9,2.9,3.0
Equiniti,2018,3.2,3.4,3.0,3.2,3.0,3.0
Equiniti,2019,2.9,3.4,2.8,2.9,2.9,2.7
Equiniti,2020,3.1,3.6,3.1,2.8,2.7,3.0
Equiniti,2021,3.3,3.4,3.3,2.8,3.4,2.8
Eversheds-Sutherland,2008,1.0,2.0,,1.0,4.0,3.0
Eversheds-Sutherland,2009,2.5,4.0,,1.5,2.0,2.0
Eversheds-Sutherland,2010,4.0,4.0,,4.0,4.0,4.0
Eversheds-Sutherland,2011,3.3,3.7,,3.0,3.0,3.3
Eversheds-Sutherland,2012,4.7,4.3,5.0,4.3,4.7,4.7
Eversheds-Sutherland,2013,3.0,2.8,3.0,2.7,3.2,2.8
Eversheds-Sutherland,2014,3.4,3.1,3.2,2.6,3.4,2.9
Eversheds-Sutherland,2015,3.3,3.4,3.3,2.6,3.1,2.9
Eversheds-Sutherland,2016,3.8,3.5,3.9,2.8,3.3,3.3
Eversheds-Sutherland,2017,3.2,3.0,3.1,2.8,3.0,2.8
Eversheds-Sutherland,2018,3.4,3.1,3.4,3.0,3.3,3.0
Eversheds-Sutherland,2019,3.2,3.4,3.4,3.1,2.9,2.9
Eversheds-Sutherland,2020,3.6,3.1,3.5,3.1,3.3,3.2
Eversheds-Sutherland,2021,3.8,3.4,3.8,3.3,3.2,3.6
Everyone-Active,2013,4.0,,,,,
Everyone-Active,2015,4.0,4.0,3.0,3.0,3.3,3.7
Everyone-Active,2016,2.5,3.0,2.8,2.9,2.6,2.6
Everyone-Active,2017,2.6,2.9,2.7,2.7,2.6,2.2
Everyone-Active,2018,2.6,2.2,2.2,2.0,1.8,1.9
Everyone-Active,2019,3.4,3.5,3.1,3.2,2.9,2.9
Everyone-Active,2020,3.5,3.8,3.0,2.8,2.9,3.0
Everyone-Active,2021,3.8,3.6,3.5,3.4,3.2,3.6
FARFETCH,2014,3.2,3.8,3.8,3.2,3.2,3.6
FARFETCH,2015,4.0,4.1,4.0,3.6,3.4,3.6
FARFETCH,2016,3.8,3.8,3.9,3.6,3.7,3.6
FARFETCH,2017,3.8,3.9,4.1,3.3,3.6,3.4
FARFETCH,2018,3.6,3.8,3.8,3.1,3.4,3.1
FARFETCH,2019,3.5,3.8,3.8,3.0,3.3,3.1
FARFETCH,2020,4.1,4.2,4.3,3.7,3.9,3.8
FARFETCH,2021,4.2,4.1,4.5,3.6,3.9,3.8
FYXER,2017,4.8,4.6,4.9,4.1,4.2,4.6
FYXER,2018,2.7,3.5,3.4,3.0,2.7,3.4
FYXER,2019,2.1,2.1,2.0,1.7,1.9,1.9
FYXER,2020,3.8,3.7,3.9,3.3,3.4,3.6
FYXER,2021,3.4,3.6,3.4,3.4,2.6,3.2
Facebook,2012,5.0,4.0,5.0,4.6,4.4,4.8
Facebook,2013,4.7,4.3,5.0,3.7,4.3,4.0
Facebook,2014,4.8,3.8,4.8,4.8,4.6,5.0
Facebook,2015,4.9,4.0,4.9,4.9,4.6,4.8
Facebook,2016,4.9,3.7,4.9,4.9,4.8,4.7
Facebook,2017,4.7,3.9,4.7,4.4,4.4,4.4
Facebook,2018,4.2,3.8,4.5,4.1,4.5,3.9
Facebook,2019,4.2,3.4,4.1,4.0,4.7,3.7
Facebook,2020,4.1,3.5,4.2,4.1,4.6,3.9
Facebook,2021,4.2,3.6,4.1,4.3,4.5,4.0
FirstPort,2012,3.0,5.0,5.0,3.0,2.0,4.0
FirstPort,2013,4.0,4.0,4.0,4.0,3.0,4.0
FirstPort,2015,3.3,3.7,3.3,3.0,3.3,3.0
FirstPort,2016,4.6,4.1,4.3,4.3,4.1,4.4
FirstPort,2017,4.5,4.3,4.4,4.1,3.6,4.2
FirstPort,2018,3.6,3.5,3.6,3.6,3.2,3.5
FirstPort,2019,4.0,4.4,4.0,4.0,3.5,3.7
FirstPort,2020,3.8,3.7,3.9,3.8,3.4,3.6
FirstPort,2021,4.4,4.4,4.5,4.4,4.0,4.3
Foreign-and-Commonwealth-Office,2009,3.7,4.3,,3.3,2.3,3.0
Foreign-and-Commonwealth-Office,2010,4.0,4.5,,2.5,2.5,4.0
Foreign-and-Commonwealth-Office,2011,3.3,4.0,,3.0,1.7,2.7
Foreign-and-Commonwealth-Office,2012,3.2,4.2,3.8,2.8,2.0,2.8
Foreign-and-Commonwealth-Office,2013,2.9,3.6,3.1,2.5,2.8,2.5
Foreign-and-Commonwealth-Office,2014,2.9,4.4,3.7,1.9,2.5,2.8
Foreign-and-Commonwealth-Office,2015,3.5,4.2,3.8,3.0,3.0,3.4
Foreign-and-Commonwealth-Office,2016,3.4,4.3,3.7,2.5,2.6,3.0
Foreign-and-Commonwealth-Office,2017,3.6,4.1,3.9,2.8,2.8,3.2
Foreign-and-Commonwealth-Office,2018,3.5,3.9,3.5,3.0,2.5,3.1
Foreign-and-Commonwealth-Office,2019,3.5,4.2,3.7,2.8,2.9,3.3
Foreign-and-Commonwealth-Office,2020,3.9,3.8,3.8,3.5,3.3,3.4
Foreign-and-Commonwealth-Office,2021,4.0,4.0,3.8,3.4,3.2,3.4
Four-Seasons-Health-Care,2012,2.8,2.7,3.0,3.3,2.3,2.5
Four-Seasons-Health-Care,2013,1.8,1.5,1.8,1.8,1.0,1.8
Four-Seasons-Health-Care,2014,1.9,2.2,1.9,1.7,1.4,1.6
Four-Seasons-Health-Care,2015,2.8,2.5,2.6,2.7,2.1,2.4
Four-Seasons-Health-Care,2016,2.6,2.2,2.7,2.6,2.1,2.3
Four-Seasons-Health-Care,2017,3.1,2.9,2.9,3.1,2.6,2.9
Four-Seasons-Health-Care,2018,2.8,3.0,2.8,2.8,2.6,2.7
Four-Seasons-Health-Care,2019,2.6,2.3,2.5,2.6,2.2,2.2
Four-Seasons-Health-Care,2020,3.1,2.9,3.1,2.9,2.8,2.7
Four-Seasons-Health-Care,2021,3.8,3.8,3.9,3.9,3.3,3.7
Foxtons,2011,4.0,1.0,,1.0,5.0,4.0
Foxtons,2012,3.5,2.0,2.8,4.0,3.6,3.4
Foxtons,2013,2.0,1.0,2.0,2.0,1.0,1.0
Foxtons,2014,3.4,1.8,2.9,3.4,3.2,2.9
Foxtons,2015,3.5,2.0,3.1,3.4,3.1,3.1
Foxtons,2016,3.0,2.1,2.6,3.1,2.8,3.0
Foxtons,2017,3.4,2.4,3.4,3.6,3.2,3.5
Foxtons,2018,4.0,3.1,4.1,4.1,3.9,4.1
Foxtons,2019,3.2,2.4,3.1,3.3,3.0,3.1
Foxtons,2020,3.4,2.1,3.3,3.4,3.0,3.1
Foxtons,2021,3.1,2.0,2.9,3.2,2.7,2.8
Freshfields-Bruckhaus-Deringer,2009,1.0,1.0,,1.0,1.0,1.0
Freshfields-Bruckhaus-Deringer,2010,3.3,2.7,,3.0,3.0,3.7
Freshfields-Bruckhaus-Deringer,2011,4.0,3.3,,3.0,3.7,3.3
Freshfields-Bruckhaus-Deringer,2012,3.5,2.7,3.6,3.7,4.0,3.8
Freshfields-Bruckhaus-Deringer,2013,2.8,1.9,2.5,2.4,3.4,1.8
Freshfields-Bruckhaus-Deringer,2014,3.7,2.4,3.3,3.4,3.9,3.8
Freshfields-Bruckhaus-Deringer,2015,3.5,3.1,3.3,3.1,3.3,2.9
Freshfields-Bruckhaus-Deringer,2016,3.8,3.2,3.6,3.8,3.7,3.5
Freshfields-Bruckhaus-Deringer,2017,3.7,2.8,3.6,3.5,3.9,3.1
Freshfields-Bruckhaus-Deringer,2018,3.1,2.5,3.0,3.1,3.9,2.4
Freshfields-Bruckhaus-Deringer,2019,3.5,3.0,3.6,3.1,4.0,3.1
Freshfields-Bruckhaus-Deringer,2020,3.9,3.6,3.8,3.5,4.4,3.3
Freshfields-Bruckhaus-Deringer,2021,3.7,2.9,3.3,3.0,3.8,3.0
GLL,2010,4.0,4.0,,4.0,4.0,4.0
GLL,2012,4.0,4.0,4.0,4.0,3.0,3.0
GLL,2013,3.0,4.0,3.0,2.0,2.0,2.0
GLL,2014,3.4,3.3,3.7,3.2,2.5,2.8
GLL,2015,2.9,3.1,2.6,2.8,2.6,2.4
GLL,2016,2.9,3.2,3.0,3.0,2.6,2.4
GLL,2017,2.9,2.9,2.9,3.1,2.5,2.5
GLL,2018,2.6,2.7,2.6,2.4,2.1,2.2
GLL,2019,3.2,3.1,3.0,2.9,2.5,2.7
GLL,2020,3.4,3.2,3.2,3.0,2.7,2.6
GLL,2021,3.2,3.0,2.6,2.6,2.2,2.1
GTR-Govia-Thameslink-Railway,2016,2.9,2.7,2.3,2.6,2.9,1.7
